所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品名称/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品名称 - 不允许重复,系统已启动，用户已登录，且已进入项目列表页面,1. 选择需要编辑的产品名称,1. 系统显示产品编辑页面,1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 【确认】/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 【确认】 - 修改后将数据同步到：一休云（智检精灵获取一休的产品）、数据资产（st、EIIR获取数资的产品),系统已启动，用户已登录，且用户具有项目管理权限,"1. 进入项目管理模块
2. 选择产品管理功能
3. 在列表中找到需要编辑的项目
4. 点击编辑按钮
5. 修改项目数据
6. 点击确认按钮","1. 成功进入产品管理列表页面
2. 项目数据正确显示
3. 修改后的数据成功保存
4. 数据同步到一休云（智检精灵获取一休的产品）
5. 数据同步到数据资产（st、EIIR获取数资的产品)
6. ",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 【取消】,系统已启动，用户已登录，且已进入项目管理模块,"1. 进入产品管理列表页面
2. 选择需要编辑的项目
3. 点击编辑按钮
4. 修改项目信息
5. 点击取消按钮","1. 成功进入项目编辑页面
2. 项目信息正确显示
3. 修改后的项目信息未保存
4. 返回到项目列表页面
5. ",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【删除】/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【删除】 - 二次确认：你确定要删除该产品吗？,系统已启动，用户已登录，且已进入产品管理列表页面,"1. 选择要删除的产品
2. 点击删除按钮
3. 在弹出的二次确认对话框中点击确定","1. 弹出二次确认对话框
2. 对话框显示提示信息：'你确定要删除该产品吗？'
3. 点击确定后，系统成功删除所选产品并提示操作成功",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【删除】/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【删除】 - 当该产品已有数据后，删除按钮不展示,系统已启动，用户已登录，且已进入产品管理列表页面,1. 查看产品管理列表,1. 如果该产品已有数据，则删除按钮不展示,1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `可选机器`下拉框/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `可选机器`下拉框 - 获取数资系统无项目归属的机器列表,系统已启动，用户已登录，且具有项目管理权限,"1. 打开项目管理页面
2. 点击`添加机器`按钮
3. 在`可选机器`下拉框中选择操作","1. 成功打开`添加机器`弹窗
2. `可选机器`下拉框中正确显示数资系统无项目归属的机器列表
3. 选择机器后，系统正确处理并显示相关操作结果",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `可选机器`下拉框/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `可选机器`下拉框 - 有项目归属的机器不展示,系统已启动，用户已登录，且当前用户有项目管理的权限,"1. 打开项目管理页面
2. 点击`添加机器`按钮
3. 在`可选机器`下拉框中选择机器","1. 成功打开`添加机器`弹窗
2. `可选机器`下拉框中不展示有项目归属的机器
3. 可选机器列表仅展示未归属项目的机器",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `取消`按钮/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `取消`按钮 - 取消后不会进行机器添加,系统已启动，用户已登录，且处于项目管理模块,1. 点击`添加机器`按钮,1. 成功打开`添加机器`弹窗,1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `确认`按钮 - 对应机器与当前项目关联/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `确认`按钮 - 对应机器与当前项目关联 - 添加机器后，重新点击`添加机器`按钮，刚添加的机器不展示,系统已启动，用户已登录，且当前用户有权限进行机器管理操作,"1. 进入项目
2. 点击`添加机器`按钮
3. 在弹窗中输入机器相关信息
4. 点击`确认`按钮","1. 成功打开`添加机器`弹窗
2. 输入的机器信息正确显示
3. 点击`确认`按钮后，系统成功添加机器并与当前项目关联
4. 重新点击`添加机器`按钮，刚添加的机器不展示",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `确认`按钮/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - `添加机器`按钮 - `添加机器`弹窗 - `确认`按钮 - 幂等验证,系统已启动，用户已登录，且当前用户具有添加机器的权限,"1. 打开项目管理页面
2. 进入机器管理模块
3. 点击页面上的`添加机器`按钮
4. 在弹窗中填写机器相关信息
5. 点击弹窗中的`确认`按钮
6. ","1. 成功打开添加机器的弹窗
2. 弹窗中所有必填字段均有提示
3. 点击`确认`按钮后，系统验证输入信息
4. 如果输入信息有误，系统提示错误信息并允许用户修改
5. 如果输入信息无误，系统添加机器并提示操作成功
6. 再次点击`确认`按钮，系统不再重复添加机器，并提示已存在",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 数据由数资系统获取,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择机器管理功能
3. 点击进入机器列表页面","1. 成功进入机器列表页面
2. 页面显示从数资系统获取的机器数据
3. 机器列表信息完整且准确",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 机器名称/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 机器名称 - 与`一休`一致,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择机器管理功能
3. 进入机器列表页面","1. 成功进入机器列表页面
2. 页面显示所有机器名称
3. 机器名称`一休`在列表中显示",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 机器SN/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 机器SN - 与`一休`一致,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择机器管理功能
3. 查找并点击机器列表页面
4. 在机器SN输入框中输入'一休'","1. 成功进入机器列表页面
2. 输入框正确显示'一休'
3. 系统根据输入的SN显示匹配的机器信息
4. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 机器ID/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 机器ID - 与`一休`一致,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择机器管理功能
3. 点击进入机器列表页面","1. 成功进入机器列表页面
2. 显示所有机器ID
3. 机器ID与`一休`系统中的机器ID一致",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 机器型号/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 机器型号 - 与`一休`一致,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择机器管理功能
3. 点击进入机器列表页面
4. 在机器型号搜索框中输入`一休`","1. 成功进入机器型号列表页面
2. 搜索框中显示`一休`关键字
3. 列表中显示与`一休`一致的机器型号
4. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 创建时间/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 创建时间 - 与`一休`一致,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择机器管理功能
3. 查看机器列表
4. 点击创建新机器按钮","1. 成功进入机器管理模块
2. 机器列表正确显示
3. 点击创建新机器按钮后，创建界面正确显示
4. 创建时间与`一休`系统一致",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 下载token/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 下载token - 同一台机器下载的mqtt账号密码及token每次下载都保持一致,系统已启动，用户已登录，且已进入项目中的机器管理模块,"1. 进入机器列表页面
2. 选择一台机器
3. 点击下载token按钮","1. 成功下载token
2. 下载的mqtt账号密码及token与上一次下载保持一致
3. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 下载token/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 下载token - 不同机器的mqtt账号密码及token不一致,系统已启动，用户已登录，且具有访问机器列表的权限,"1. 进入项目管理模块
2. 选择机器管理功能
3. 查看机器列表
4. 选择需要下载token的机器
5. 点击下载token按钮","1. 成功进入机器管理模块
2. 成功查看机器列表
3. 成功选择指定机器
4. 成功下载token
5. 下载的token与所选机器的mqtt账号密码不一致",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 下载token/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 下载token - 同一台机器下载的mqtt账号密码及token与在一休上下载的保持一致,系统已启动，用户已登录，且已进入项目管理模块,"1. 进入机器管理页面
2. 在机器列表中找到目标机器
3. 点击下载token按钮","1. 成功下载token
2. 下载的mqtt账号密码及token与在一休上下载的一致
3. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 移除机器/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 移除机器 - 取消与项目绑定,系统已启动，用户已登录，且当前用户有权限进行机器管理操作,"1. 打开项目管理页面
2. 进入指定项目
3. 选择机器管理模块
4. 查看机器列表
5. 选择需要移除的机器
6. 点击移除按钮
7. 在弹出的确认对话框中选择取消与项目绑定
8. ","1. 成功打开项目管理页面
2. 成功进入指定项目
3. 成功进入机器管理模块
4. 成功查看机器列表
5. 成功选择需要移除的机器
6. 成功点击移除按钮
7. 弹出确认对话框，且取消与项目绑定的选项可用
8. 选择取消与项目绑定后，系统无操作提示或错误信息",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 移除机器/,项目管理 - 【进入项目】 - 机器管理（徐锴/中婷） - 机器列表 - 操作 - 移除机器 - 移除后，可以重新添加,系统已启动，用户已登录，且当前用户具有机器管理权限,"1. 打开机器列表页面
2. 选择需要移除的机器
3. 点击移除按钮
4. 确认移除操作","1. 成功移除所选机器
2. 机器从列表中消失
3. 系统提示移除操作成功
4. 移除后，可以重新添加机器",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 一休云系统对应调整 - 空间管理/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 一休云系统对应调整 - 空间管理 - 【成员管理】按钮删除,系统已启动，用户已登录，且已进入一休云系统的项目管理模块,"1. 进入空间管理页面
2. 点击【成员管理】按钮
3. 选择要删除的成员（林禹成）
4. 点击删除按钮","1. 成功进入成员管理页面
2. 成员列表正确显示
3. 成功删除所选成员
4. 系统提示操作成功",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 初始化数据/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 初始化数据 - 将所有空间的对应用户初始化正确，提前截图，用于测试,系统已启动，用户已登录，且项目管理模块已初始化,"1. 进入项目管理模块
2. 选择特定项目
3. 进入成员管理页面
4. 查找林禹成成员
5. 对所有空间进行初始化
6. 提前截图","1. 成功进入项目管理模块
2. 成功选择特定项目
3. 成功进入成员管理页面
4. 成功找到林禹成成员
5. 所有空间的对应用户初始化正确
6. 成功截图",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - 数据来源：调用pms系统uuam用户接口,系统已启动，用户已登录，且具有添加成员的权限,"1. 进入项目管理模块
2. 选择目标项目
3. 点击成员管理按钮
4. 进入成员管理页面
5. 点击添加成员按钮
6. 在弹出的添加成员界面中，选择数据来源为pms系统uuam用户接口","1. 成功进入项目管理模块
2. 成功选择目标项目
3. 成功进入成员管理页面
4. 成功打开添加成员界面
5. 成功选择数据来源为pms系统uuam用户接口
6. ",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - *人员姓名 - 点击下拉框显示所有pms系统的用户/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - *人员姓名 - 点击下拉框显示所有pms系统的用户 - 不显示列表页已添加的用户,系统已启动，用户已登录，且当前用户具有添加项目成员的权限,"1. 进入项目管理模块
2. 选择目标项目
3. 点击成员管理按钮
4. 点击添加成员按钮
5. 点击人员姓名下拉框","1. 成功打开添加成员页面
2. 下拉框显示所有pms系统的用户
3. 下拉列表中不显示已添加到当前项目的用户
4. 
5. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - *人员姓名 - 可输入搜索用户/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - *人员姓名 - 可输入搜索用户 - 不显示列表页已添加的用户,系统已启动，用户已登录，且当前用户具有添加项目成员的权限,"1. 进入项目管理模块
2. 选择目标项目
3. 点击成员管理按钮
4. 在搜索框中输入人员姓名
5. 选择搜索结果中的用户","1. 成功进入项目管理模块
2. 成功选择目标项目
3. 成功进入成员管理页面
4. 搜索框能够正确显示输入的姓名
5. 搜索结果中不显示已添加的成员",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - *人员姓名/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - *人员姓名 - 可多选,系统已启动，用户已登录到项目管理模块,"1. 进入项目详情页面
2. 选择成员管理功能
3. 点击添加成员按钮
4. 在人员姓名列表中选择林禹成
5. 可选：选择其他成员
6. 点击确认添加","1. 成功进入成员管理页面
2. 林禹成被正确选中
3. 可选：其他成员也被正确选中
4. 点击确认添加后，系统提示添加成员成功
5. 
6. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - 【取消】/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - 【取消】 - 关闭弹窗，不添加用户,系统已启动，用户已登录，且已进入项目详情页面,"1. 点击添加成员按钮
2. 在弹窗中选择成员
3. 点击取消按钮","1. 成功打开添加成员弹窗
2. 成员信息正确显示
3. 点击取消后，弹窗关闭，未添加任何成员",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - 【确认】/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - 【确认】 - 成功添加用户，显示于列表页,系统已启动，用户已登录，且当前用户具有添加成员的权限,"1. 打开项目管理页面
2. 进入指定项目
3. 选择成员管理功能
4. 点击添加成员按钮
5. 输入成员信息（如姓名、邮箱等）
6. 选择成员角色
7. 点击确认按钮","1. 成功打开成员管理页面
2. 成员信息正确输入
3. 成员角色选择无误
4. 成功添加成员，成员信息显示于列表页
5. 
6. 
7. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - 【确认】/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - 【确认】 - 已添加的用户，在一休云系统可以看到对应的项目空间,系统已启动，用户已登录，且林禹成已在一休云系统中添加为项目成员,"1. 进入项目空间
2. 选择成员管理功能
3. 查找并选择林禹成
4. 点击添加成员按钮
5. 点击确认按钮","1. 成功进入项目空间
2. 成员管理功能正确显示
3. 林禹成被成功添加为项目成员
4. 系统提示添加成员成功
5. ",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - 【确认】/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 【添加成员】 - 【确认】 - 幂等,系统已启动，用户已登录，且当前用户有权限添加项目成员,"1. 打开项目成员管理页面
2. 选择要添加的成员（林禹成）
3. 点击添加按钮
4. 再次点击添加按钮","1. 成功添加成员（林禹成）一次
2. 第二次点击添加按钮时，系统不再重复添加成员
3. 系统提示操作成功，且成员列表中成员数量不变
4. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 成员/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 成员 - 显示已添加的用户名称,系统已启动，用户已登录，且林禹成已添加到项目中,"1. 进入项目管理模块
2. 选择【进入项目】
3. 进入成员管理页面
4. 查看成员列表","1. 成功进入成员管理页面
2. 成员列表显示完整
3. 成员列表中显示已添加的林禹成的用户名称
4. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 成员/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 成员 - 离职员工自动移除,系统已启动，用户已登录，且当前用户有权限访问成员管理功能,"1. 进入项目管理模块
2. 选择特定项目
3. 进入成员管理列表页
4. 查看离职员工列表","1. 成功进入项目管理模块
2. 成功选择特定项目
3. 成功进入成员管理列表页
4. 离职员工在列表中自动显示为已离职状态，且不再参与项目成员统计",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 系统角色/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 系统角色 - 显示已添加的用户在一休云系统中的角色,系统已启动，用户已登录，且林禹成已添加到项目中,"1. 进入项目管理模块
2. 选择【进入项目】
3. 进入成员管理页面
4. 查找林禹成
5. 查看林禹成在一休云系统中的角色","1. 成功进入项目管理模块
2. 成功进入【进入项目】页面
3. 成功进入成员管理页面并找到林禹成
4. 成功显示林禹成在一休云系统中的角色
5. ",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 系统角色/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 系统角色 - 显示已添加的用户在ST系统中的角色,系统已启动，用户已登录，且已进入项目管理模块,"1. 进入项目列表页
2. 选择特定项目
3. 点击成员管理按钮
4. 查找用户林禹成
5. 查看林禹成在ST系统中的角色","1. 成功进入项目列表页
2. 成功选择特定项目
3. 成功进入成员管理页面
4. 成功找到用户林禹成
5. 成功显示林禹成在ST系统中的角色",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 系统角色/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 系统角色 - 可能为空,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择【进入项目】
3. 选择成员管理（林禹成）
4. 进入列表页","1. 成功进入列表页
2. 系统角色显示正常
3. 系统角色字段可能为空
4. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 操作 - 【移除】 - 点击弹出“二次确认”弹框/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 操作 - 【移除】 - 点击弹出“二次确认”弹框 - 你确定要从项目中移除该人员吗？,系统已启动，用户已登录，且已进入项目成员管理列表页,1. 点击成员管理列表页中的【移除】按钮,1. 弹出“二次确认”弹框,1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 操作 - 【移除】 - 点击弹出“二次确认”弹框 - 【×】/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 操作 - 【移除】 - 点击弹出“二次确认”弹框 - 【×】 - 关闭弹框，不移除人员,系统已启动，用户已登录，且已进入项目成员管理列表页,1. 点击【移除】按钮,1. 弹出“二次确认”弹框,1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 操作 - 【移除】 - 点击弹出“二次确认”弹框 - 【确认】/,项目管理 - 【进入项目】 - 成员管理（林禹成） - 列表页 - 操作 - 【移除】 - 点击弹出“二次确认”弹框 - 【确认】 - 移除对应的人员，该用户在一休云系统中看不到对应的项目空间,系统已启动，用户已登录，且林禹成是项目成员,"1. 进入项目管理模块
2. 选择对应的项目
3. 进入成员管理列表页
4. 找到林禹成所在行
5. 点击移除操作
6. 点击弹出“二次确认”弹框的【确认】按钮","1. 成功进入项目管理模块
2. 成功选择对应的项目
3. 成功进入成员管理列表页
4. 成功找到林禹成所在行
5. 成功弹出“二次确认”弹框
6. 成功移除林禹成，该用户在一休云系统中看不到对应的项目空间",1,1,功能测试,功能测试阶段
