所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/其他（共同） - 数据正确性验证 - 标注L1/L2/L3 多层级标注并merge准确性验证（林禹成） - 验收标准/,其他（共同） - 数据正确性验证 - 标注L1/L2/L3 多层级标注并merge准确性验证（林禹成） - 验收标准 - merge 生成的父层覆盖范围等于子层最小开始到最大结束,系统已启动，用户已登录，已进入标注界面，已有L1/L2/L3多层标注数据,"1. 选择多个子层（如L1、L2、L3）的标注片段
2. 执行merge操作生成父层标注
3. 查看生成的父层覆盖范围","1. 成功选择多个子层标注片段
2. 系统成功执行merge，生成父层标注
3. 父层覆盖范围等于子层最小开始到最大结束",1,1,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 标注L1/L2/L3 多层级标注并merge准确性验证（林禹成） - 验收标准/,其他（共同） - 数据正确性验证 - 标注L1/L2/L3 多层级标注并merge准确性验证（林禹成） - 验收标准 - 标注描述与层级树深度一致，例如 L3 只能取第三层节点,系统已启动，用户已登录，层级树数据已加载,"1. 选择一个数据项，分别标注L1、L2、L3层级节点
2. 执行merge操作
3. 检查标注结果","1. 标注成功，每个层级选择正确的节点
2. merge操作完成，无错误提示
3. 标注描述与层级树深度一致，例如L3节点只属于第三层",1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成）/,其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 前置条件：parquet 文件与标注段数据均已准备好,parquet 文件与标注段数据均已准备好,"1. 读取Parquet文件数据
2. 读取标注段数据
3. 对比两者数据","1. 成功读取Parquet数据
2. 成功读取标注段数据
3. 数据一致且无差异",1,1,功能测试,功能测试阶段
"/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 1 - 从标注明细表中导出所有标注段：SELECT layer_id, start_timestamp_ns, end_timestamp_ns, description, leaf_id FROM task_annotation_segments WHERE annotation_id = 'AN001' ORDER BY start_timestamp_ns/","其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 1 - 从标注明细表中导出所有标注段：SELECT layer_id, start_timestamp_ns, end_timestamp_ns, description, leaf_id FROM task_annotation_segments WHERE annotation_id = 'AN001' ORDER BY start_timestamp_ns - 得到标注段列表 S，共 K 条记录",数据库连接正常，存在annotation_id为'AN001'的标注数据,"1. 执行SQL查询：SELECT layer_id, start_timestamp_ns, end_timestamp_ns, description, leaf_id FROM task_annotation_segments WHERE annotation_id = 'AN001' ORDER BY start_timestamp_ns
2. 获取查询结果的记录数","1. 查询成功执行，返回标注段列表S
2. 返回K条记录，与预期标注段数量一致",1,2,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 2 - 从 parquet 中抽取 100 个采样点（包含：第一行、最后一行、每个标注段起始点前后各 2 行、每个标注段结束点前后各 2 行、中间随机点），得到采样集合 T/,其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 2 - 从 parquet 中抽取 100 个采样点（包含：第一行、最后一行、每个标注段起始点前后各 2 行、每个标注段结束点前后各 2 行、中间随机点），得到采样集合 T - 采样点覆盖所有边界场景,已准备好包含标注段的 Parquet 文件，标注段起始点和结束点已明确,"1. 从 Parquet 文件中抽取采样点
2. 确保包含第一行、最后一行、每个标注段起始点前后各 2 行、每个标注段结束点前后各 2 行、中间随机点
3. 汇总得到采样集合 T，总数为 100","1. 成功从 Parquet 文件中抽取数据
2. 采样集合 T 包含所有指定的边界场景点
3. 采样集合 T 的样本数量为 100",1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 3 - 对每个采样点 t∈T，找到 S 中满足 start ≤ t.original_timestamp_ns ≤ end 的标注段 s/,其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 3 - 对每个采样点 t∈T，找到 S 中满足 start ≤ t.original_timestamp_ns ≤ end 的标注段 s - 每个采样点都能找到对应的标注段，无无主数据,系统已启动，Parquet数据和标注段数据已加载,"1. 对每个采样点t∈T
2. 在标注段集合S中查找满足start ≤ t.original_timestamp_ns ≤ end的标注段s
3. 记录未找到对应标注段的采样点","1. 每个采样点t∈T都被处理
2. 每个采样点都能找到对应的标注段s
3. 无无主数据（所有采样点均有对应标注段）",1,2,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 4 - 对比 t.annotation.leaf_id 与 s.leaf_id、t.annotation.leaf_name 与 s.description/,其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 4 - 对比 t.annotation.leaf_id 与 s.leaf_id、t.annotation.leaf_name 与 s.description - 100% 匹配，无标注字段错误,数据准备完毕，Parquet文件和标注段数据已加载,"1. 加载Parquet文件和标注段数据
2. 对比t.annotation.leaf_id与s.leaf_id、t.annotation.leaf_name与s.description
3. 检查所有记录是否100%匹配且无字段错误","1. 成功加载数据
2. 对比结果一致
3. 全部匹配，无字段错误",1,1,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 5 - 验证标注段边界逻辑：・标注段 start=1690000010000000000，检查时间等于该值的采样点・标注段 end=1690000015000000000，检查时间等于该值的采样点/,其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 5 - 验证标注段边界逻辑：・标注段 start=1690000010000000000，检查时间等于该值的采样点・标注段 end=1690000015000000000，检查时间等于该值的采样点 - 边界点的标注字段完全匹配，无跨段错误,系统已启动，用户已登录,1. 检查标注段边界点 start=1690000010000000000 的采样点\n2. 检查标注段边界点 end=1690000015000000000 的采样点\n3. 验证边界点的标注字段完全匹配且无跨段错误,,1,1,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 6 - 验证未标注区域逻辑：若存在未标注的时间段，检查该时间段的采样点 annotation 字段/,其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 步骤 - 6 - 验证未标注区域逻辑：若存在未标注的时间段，检查该时间段的采样点 annotation 字段 - 符合产品规则：为空 / 标注为「未标注」/ 继承最近标注，无随机值,系统已启动，用户已登录，存在包含未标注时间段的 Parquet 数据,"1. 打开包含未标注时间段的 Parquet 数据页面
2. 检查未标注时间段的采样点 annotation 字段
3. 验证 annotation 字段值符合产品规则","1. 页面正常显示未标注时间段
2. 采样点 annotation 字段可读取
3. annotation 字段值为空或「未标注」或继承最近标注，无随机值",1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 验证标准/,其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 验证标准 - 任一 parquet 行的 annotation 字段都能被标注段解释,系统已启动，用户已登录,"1. 从 Parquet 文件中随机选取一行数据
2. 提取该行的 annotation 字段值
3. 调用标注段解释接口，传入该 annotation 值","1. 成功读取该行数据
2. 成功提取 annotation 字段值
3. 返回结果包含正确解释，无异常错误提示",1,3,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 验证标准/,其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 验证标准 - 标注段外的数据如果被导出，必须有明确规则，例如空标注或最近标注，不允许随机继承,系统已启动，用户已登录，已存在包含标注段的数据,"1. 选择并导出包含标注段外数据的 Parquet 文件
2. 检查导出的 Parquet 文件中标注段外的数据
3. 验证标注段外的数据是否遵循明确规则（如空标注或最近标注）","1. 成功导出 Parquet 文件
2. 标注段外的数据被正确导出
3. 标注段外的数据遵循明确规则，没有随机继承",1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 验证标准/,其他（共同） - 数据正确性验证 - Parquet 与标注段一致性验证（林禹成） - 验证标准 - 边界帧不应跨错段,系统已启动，用户已登录，相关数据已加载,"1. 打开数据验证功能
2. 加载Parquet文件和标注段数据
3. 检查边界帧是否属于正确的段","1. 成功打开功能页面
2. 数据成功加载
3. 所有边界帧均属于正确段，无跨段错误",1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成）/,其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 前置条件：已导出视频文件与 episode_video_map.json,已导出视频文件与 episode_video_map.json,"1. 加载视频文件
2. 加载对应的 Parquet 文件
3. 比对视频时间戳与 Parquet 时间戳","1. 视频文件成功加载
2. Parquet 文件成功加载
3. 时间戳完全对齐，无偏差",1,1,功能测试,功能测试阶段
"/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 1 - 读取 episode_video_map.json，得到 episode_0 对应的：・视频路径：episode_0.mp4・基准相机：right・起止时间：[S, E]/","其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 1 - 读取 episode_video_map.json，得到 episode_0 对应的：・视频路径：episode_0.mp4・基准相机：right・起止时间：[S, E] - 信息完整，起止时间与标注段一致",系统已启动，配置文件 episode_video_map.json 已加载,"1. 读取 episode_video_map.json
2. 获取 episode_0 的视频路径、基准相机、起止时间
3. 验证信息完整且起止时间与标注段一致","1. 成功读取配置文件
2. 获取到完整信息：视频路径 episode_0.mp4，基准相机 right，起止时间 [S, E]
3. 起止时间与标注段一致",1,3,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 2 - 使用 ffprobe 查看视频时长：ffprobe - v error - show_entries format=duration - of default=noprint_wrappers=1:nokey=1 episode_0.mp4 - 视频时长 =(E/,其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 2 - 使用 ffprobe 查看视频时长：ffprobe - v error - show_entries format=duration - of default=noprint_wrappers=1:nokey=1 episode_0.mp4 - 视频时长 =(E - S)/1e9，误差≤0.1 秒（编码容器误差）,系统已启动，视频文件 episode_0.mp4 和对应 Parquet 文件存在,"1. 从 Parquet 文件中读取开始时间 S 和结束时间 E，计算期望时长 (E-S)/1e9
2. 使用 ffprobe 命令获取视频实际时长：ffprobe -v error -show_entries format=duration -of default=noprint_wrappers=1:nokey=1 episode_0.mp4
3. 比较期望时长与实际时长，检查差值是否 ≤0.1 秒","1. 成功读取 S 和 E 并计算出期望时长
2. 成功获取视频实际时长
3. 期望时长与实际时长的误差在 0.1 秒以内",1,3,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 3 - 抽取视频所有关键帧的时间戳，得到集合 V/,其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 3 - 抽取视频所有关键帧的时间戳，得到集合 V - 共 M 个时间戳，与 parquet 行数一致,系统已启动，用户已登录，视频和Parquet文件已准备,"1. 抽取视频所有关键帧的时间戳，得到集合V
2. 统计集合V的时间戳数量，记为M
3. 统计Parquet文件的行数","1. 成功抽取视频关键帧时间戳，生成集合V
2. 集合V的时间戳数量M正确获取
3. Parquet文件行数与M一致",1,3,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 4 - 对 parquet 每一行的 original_timestamp_ns，找到 V 中最近的时间戳，计算差值/,其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 4 - 对 parquet 每一行的 original_timestamp_ns，找到 V 中最近的时间戳，计算差值 - P95 差值≤16.67ms（30FPS），最大差值≤33.34ms,系统已启动，用户已登录，测试数据准备完成,"1. 读取parquet文件的original_timestamp_ns列
2. 对每个值查找视频V中最近的时间戳并计算差值
3. 计算所有差值的P95和最大值","1. 成功读取parquet文件
2. 差值计算正确无误
3. P95差值≤16.67ms且最大差值≤33.34ms",1,3,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 5 - 验证非基准相机对齐：・抽取左臂视频的关键帧时间集合 VL・计算 parquet 时间与 VL 的最近帧差值/,其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 5 - 验证非基准相机对齐：・抽取左臂视频的关键帧时间集合 VL・计算 parquet 时间与 VL 的最近帧差值 - P95 差值≤33.34ms（允许非基准相机有更大对齐误差），无超过 100ms 的差值,系统已启动，视频与 Parquet 数据已加载,"1. 抽取左臂视频的关键帧时间集合 VL
2. 计算 parquet 时间与 VL 的最近帧差值
3. 检查 P95 差值≤33.34ms 且无超过 100ms 的差值","1. 成功抽取 VL
2. 成功计算差值
3. P95 差值≤33.34ms 且无超过 100ms 的差值",1,2,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 6 - 随机选择 10 个时间点，对比 parquet 图像帧与视频对应时间点的帧内容/,其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 步骤 - 6 - 随机选择 10 个时间点，对比 parquet 图像帧与视频对应时间点的帧内容 - 内容完全一致，无错位,系统已启动，用户已登录，视频和Parquet数据已准备,"1. 随机选择10个时间点，从Parquet文件中提取对应图像帧
2. 从视频文件中提取对应时间点的帧
3. 对比两帧内容","1. 成功提取10个Parquet帧
2. 成功提取10个视频帧
3. 所有对应帧内容完全一致，无错位",1,2,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 验证标准/,其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 验证标准 - 基准相机帧时间与 parquet 时间严格落在同一 episode,系统已启动，用户已登录,"1. 打开包含视频和 Parquet 数据的 episode
2. 获取基准相机帧时间戳和 Parquet 时间戳
3. 验证两者是否落在同一 episode","1. 成功打开 episode
2. 成功获取时间戳
3. 确认基准相机帧时间与 Parquet 时间严格在同一 episode",1,1,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 验证标准/,其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 验证标准 - 非基准相机最近帧误差不超过半帧周期，特殊缺帧需有日志说明,系统已启动，数据采集完成，包含视频和Parquet数据,"1. 加载视频文件和对应的Parquet数据文件
2. 计算非基准相机最近帧的时间戳与基准相机的时间差
3. 检查误差是否在半帧周期内，并记录缺帧情况","1. 成功加载文件
2. 计算出时间差
3. 误差不超过半帧周期，特殊缺帧有日志说明",1,2,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 验证标准/,其他（共同） - 数据正确性验证 - 视频与 Parquet 时间对齐验证（林禹成） - 验证标准 - 视频文件时长与 episode 时长一致，允许编码容器级微小误差,系统已启动，用户已登录,"1. 获取视频文件时长
2. 获取对应episode时长
3. 比较两者差值是否在允许误差范围内","1. 成功获取视频时长
2. 成功获取episode时长
3. 差值小于允许编码容器级微小误差",1,1,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 前置条件：准备一个存在 1 秒缺帧的 MCAP 文件（10/,其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 前置条件：准备一个存在 1 秒缺帧的 MCAP 文件（10 - 11 秒无相机帧）,准备一个存在1秒缺帧的MCAP文件（10-11秒无相机帧）,"1. 加载该MCAP文件
2. 检查时间戳10-11秒的相机帧数据
3. 验证系统对缺帧的处理","1. 文件成功加载
2. 时间戳10-11秒无相机帧数据
3. 系统正确识别缺帧并给出提示或跳过",1,3,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 1 - 上传 MCAP 并解析/,其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 1 - 上传 MCAP 并解析 - 解析成功，无崩溃，生成 transfer_id=TR004,系统已启动，用户已登录,"1. 上传MCAP文件
2. 系统解析MCAP
3. 生成transfer_id","1. 上传成功
2. 解析成功，无崩溃
3. 生成transfer_id=TR004",1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 2 - 执行 SQL 查询帧时间：SELECT publish_time_ns FROM mcap_video_frames WHERE transfer_id = 'TR004' ORDER BY publish_time_ns - 10/,其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 2 - 执行 SQL 查询帧时间：SELECT publish_time_ns FROM mcap_video_frames WHERE transfer_id = 'TR004' ORDER BY publish_time_ns - 10 - 11 秒无时间戳，前后时间差 = 1 秒,系统已启动，数据库可访问,"1. 打开数据库连接
2. 执行SQL查询：SELECT publish_time_ns FROM mcap_video_frames WHERE transfer_id = 'TR004' ORDER BY publish_time_ns
3. 检查10-11秒时间戳范围","1. 连接成功
2. 查询返回结果集
3. 发现10-11秒内无时间戳，前后时间差为1秒",1,3,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 3 - 标注包含缺帧区域的时间段（9 - 12 秒），提交并导出/,其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 3 - 标注包含缺帧区域的时间段（9 - 12 秒），提交并导出 - 转换成功，无失败,系统已启动，用户已登录,"1. 打开功能页面
2. 标注包含缺帧区域的时间段（9 - 12 秒）
3. 提交并导出","1. 成功打开页面
2. 标注正确显示
3. 转换成功，无失败",1,3,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 4 - 检查 parquet 的时间戳序列 - 10/,其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 4 - 检查 parquet 的时间戳序列 - 10 - 11 秒无时间戳，前后时间连续，无跳变、无负值,系统已启动，用户已登录,"1. 打开包含时间戳序列的parquet文件
2. 定位到10秒至11秒的时间段
3. 检查时间戳序列","1. 成功打开文件
2. 定位到时间段
3. 在10-11秒区间内无时间戳，前后时间戳连续，无跳变、无负值",1,2,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 5 - 验证缺帧区域前后的标注字段/,其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 步骤 - 5 - 验证缺帧区域前后的标注字段 - 标注正确，无错位,系统已启动，用户已登录，有包含缺帧区域的数据集,"1. 打开包含缺帧区域的视频数据
2. 检查缺帧区域前后的标注字段
3. 对比标注字段是否正确且无错位","1. 成功打开视频数据
2. 能清晰查看缺帧区域前后的标注
3. 标注字段正确，无错位现象",1,2,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 验证标准/,其他（共同） - 数据正确性验证 - 缺帧场景验证（林禹成） - 验证标准 - 解析不崩，时间戳连续无跳变，标注不漂移,系统已启动，数据源已配置,"1. 准备缺帧的输入数据文件
2. 加载数据并进行解析
3. 检查解析结果","1. 系统正常解析，无崩溃
2. 时间戳序列连续，无跳变
3. 标注信息位置正确，无漂移",1,3,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成）/,其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 前置条件：已完成一次成功的 LeRobot 导出（job_id=JOB001）,已完成一次成功的 LeRobot 导出（job_id=JOB001）,"1. 请求生成 lineage 报告
2. 检查报告中的必填字段
3. 验证字段值与原始数据一致","1. 报告成功生成
2. 所有必填字段完整
3. 字段值正确无误",1,1,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 1 - 在转换输出目录中查找 full_lineage_report_JOB001.json 文件/,其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 1 - 在转换输出目录中查找 full_lineage_report_JOB001.json 文件 - 文件存在,系统已启动，转换输出目录存在,1. 在转换输出目录中查找 full_lineage_report_JOB001.json 文件,1. 文件存在,1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 2 - 解析 JSON，检查顶层字段是否包含 task_id、annotation_id、job_id、status、baseline、episodes、errors/,其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 2 - 解析 JSON，检查顶层字段是否包含 task_id、annotation_id、job_id、status、baseline、episodes、errors - 字段完整,系统已启动，用户已登录，存在待解析的JSON数据,"1. 解析JSON数据
2. 检查顶层字段是否包含 task_id、annotation_id、job_id、status、baseline、episodes、errors","1. JSON解析成功
2. 所有指定字段均存在",1,1,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 3 - 检查 episodes[0].video_delta_ns_p95 ≤ 16.67ms（30FPS）/,其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 3 - 检查 episodes[0].video_delta_ns_p95 ≤ 16.67ms（30FPS） - 通过,系统已启动，测试数据已加载，lineage报告生成流程已配置,"1. 准备包含30FPS视频片段的测试数据
2. 执行自动化lineage报告生成
3. 检查报告中的episodes[0].video_delta_ns_p95字段值是否≤16.67ms","1. 测试数据就绪
2. 报告生成成功，无错误
3. 字段值满足条件，验证通过",1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 4 - 检查 episodes[0].state_delta_ns_p95 ≤ 20ms/,其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 4 - 检查 episodes[0].state_delta_ns_p95 ≤ 20ms - 通过,系统已生成lineage报告，包含episodes数据,"1. 获取lineage报告中episodes[0].state_delta_ns_p95值
2. 比较该值是否≤20ms","1. 成功获取到该字段值
2. 该值≤20ms，验证通过",1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 5 - 检查 errors 数组为空/,其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 步骤 - 5 - 检查 errors 数组为空 - 空数组,系统已启动，用户已登录，且已生成lineage报告,"1. 打开lineage报告页面
2. 检查返回结果中的errors数组","1. 页面正确显示报告内容
2. errors数组为空数组",1,4,功能测试,功能测试阶段
/其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 验证标准/,其他（共同） - 数据正确性验证 - 自动化 lineage 报告生成与字段完整性验证（林禹成） - 验证标准 - 自动化报告自动生成，且字段完整，无报错,系统已启动，用户已登录,"1. 触发自动化lineage报告生成功能
2. 等待报告生成完成
3. 检查报告字段完整性并查看错误日志","1. 报告生成流程正常启动
2. 报告成功生成
3. 报告字段完整，且无错误日志输出",1,4,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 1 - 清空浏览器缓存，打开浏览器开发者工具的「网络」面板/,其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 1 - 清空浏览器缓存，打开浏览器开发者工具的「网络」面板 - 准备完成,系统已启动，用户已登录,1. 清空浏览器缓存，打开浏览器开发者工具的「网络」面板,1. 准备完成,1,1,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 2 - 输入平台地址，登录系统，进入「任务管理」列表页（已有 1000 条任务数据）/,其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 2 - 输入平台地址，登录系统，进入「任务管理」列表页（已有 1000 条任务数据） - 接口响应后 1 秒内页面完成渲染，所有数据、按钮均正常显示,系统已启动，测试环境已配置1000条任务数据,1. 输入平台地址，登录系统，进入「任务管理」列表页（已有1000条任务数据）,1. 接口响应后1秒内页面完成渲染，所有数据、按钮均正常显示,1,3,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 3 - 点击进入一个已有 10 段 episode 的标注任务工作台/,其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 3 - 点击进入一个已有 10 段 episode 的标注任务工作台 - 3 秒内基准视频可正常播放，其他组件加载完成,系统已启动，用户已登录，且存在一个包含10段episode的标注任务,"1. 打开标注任务列表页面
2. 选择一个包含10段episode的标注任务
3. 点击进入该任务的标注工作台","1. 列表页面渲染完成
2. 任务选择成功
3. 3秒内基准视频可正常播放，其他组件加载完成",1,3,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 4 - 在标注工作台的时间轴上点击跳转到一个已经缓存过的视频片段/,其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 4 - 在标注工作台的时间轴上点击跳转到一个已经缓存过的视频片段 - 500ms 内视频恢复播放，无明显卡顿,系统已启动，用户已登录，标注工作台已打开，存在已缓存的视频片段,1. 在标注工作台的时间轴上点击跳转到一个已经缓存过的视频片段,1. 500ms 内视频恢复播放，无明显卡顿,1,2,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 5 - 点击跳转到一个从未访问过的视频片段（第 10 段），观察网络请求瀑布图（Waterfall）/,其他（共同） - 性能测试 - 页面加载性能（林禹成） - 1. 普通列表页面接口响应后 1 秒内完成渲染2. 标注工作台首次打开 3 秒内基准视频可播放3. 跳转到已缓存片段 500ms 内恢复播放 - 操作步骤 - 5 - 点击跳转到一个从未访问过的视频片段（第 10 段），观察网络请求瀑布图（Waterfall） - 2 秒内当前片段视频开始播放（播放按钮可点击）；网络请求列表中，当前片段的视频请求优先完成，邻近片段（第 9、11 段）的请求在后台并行加载，不阻塞主视频的起播,系统已启动，用户已登录，标注工作台已打开并加载了初始视频片段,"1. 点击跳转到一个从未访问过的视频片段（第10段）
2. 观察网络请求瀑布图","1. 2秒内当前片段视频开始播放（播放按钮可点击）
2. 网络请求列表中，当前片段的视频请求优先完成，邻近片段（第9、11段）的请求在后台并行加载，不阻塞主视频的起播",1,1,功能测试,功能测试阶段
