所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - 【保存】 - 校验/,新建机器人构型-保存时校验构型名称唯一性-重复名称提示,已登录系统且具有机器人构型配置的新建权限；系统中已存在一个名称为“构型A”的机器人构型记录,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“构型名称”输入框中输入“构型A”（与已有记录重复）
3. 填写其他必填字段（如机器人型号、描述、配置文件名称等）
4. 点击“保存”按钮","1. 成功进入新建页面，显示构型配置表单
2. 构型名称输入框显示“构型A”
3. 其他字段填写成功
4. 系统提示“构型名称已存在”或类似唯一性校验错误信息，保存操作被阻止，页面停留在新建状态",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - 【保存】 - 校验/,新建机器人构型-保存时校验构型名称唯一性-名称不重复保存成功,已登录系统且具有机器人构型配置的新建权限；系统中不存在名称为“构型B”的机器人构型记录,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“构型名称”输入框中输入“构型B”（与已有记录不重复）
3. 填写其他必填字段（如机器人型号、描述、配置文件名称等）
4. 点击“保存”按钮","1. 成功进入新建页面，显示构型配置表单
2. 构型名称输入框显示“构型B”
3. 其他字段填写成功
4. 保存成功，系统提示“保存成功”并刷新列表，新记录出现在列表中",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - 【保存】 - 校验/,新建机器人构型-保存时校验构型名称唯一性-名称含空格与已有名称相同,已登录系统且具有机器人构型配置的新建权限；系统中已存在一个名称为“构型A”的机器人构型记录,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“构型名称”输入框中输入“构型A ”（末尾带一个空格）
3. 填写其他必填字段
4. 点击“保存”按钮","1. 成功进入新建页面
2. 构型名称输入框显示“构型A ”（含空格）
3. 其他字段填写成功
4. 系统提示“构型名称已存在”或类似唯一性校验错误信息，保存被阻止（若系统对名称进行去空格处理，则视为重复）",1,3,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - 【保存】 - 校验/,新建机器人构型-保存时校验构型名称唯一性-名称大小写不同视为不同,已登录系统且具有机器人构型配置的新建权限；系统中已存在一个名称为“RobotA”的机器人构型记录,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“构型名称”输入框中输入“robota”（小写）
3. 填写其他必填字段
4. 点击“保存”按钮","1. 成功进入新建页面
2. 构型名称输入框显示“robota”
3. 其他字段填写成功
4. 保存成功（若系统区分大小写，则视为不重复；若不区分，则提示重复，此处以系统实际实现为准）",1,3,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 列表页 - 构型名称/,新增机器人构型时构型名称与列表显示一致,用户已登录且具有机器人构型配置模块的访问权限；进入机器人构型配置列表页,"1. 点击“新增”按钮，打开新增构型弹窗
2. 在“构型名称”输入框中输入名称“测试构型A”
3. 填写其他必填字段（如机器人型号、描述、配置文件名称等）
4. 点击“确定”提交新增","1. 新增弹窗正常打开，构型名称输入框可编辑
2. 输入内容正常显示，无异常提示
3. 其他字段填写成功
4. 新增成功，列表页出现新记录，且该记录的“构型名称”列显示为“测试构型A”，与新增时填写的一致",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 列表页 - 机器人型号/,新增机器人构型时机器人型号与列表显示一致,已登录系统且具有机器人构型配置管理权限，进入机器人构型配置列表页,"1. 点击“新增”按钮，打开新增机器人构型弹窗
2. 在“机器人型号”输入框中填写型号，例如“Robot-A1”
3. 填写其他必填字段（如构型名称、配置文件等）并提交保存
4. 返回列表页，查看新增记录的“机器人型号”列","1. 成功打开新增弹窗
2. 输入框可正常输入“Robot-A1”
3. 保存成功，无报错提示
4. 列表页新增记录的“机器人型号”列显示为“Robot-A1”，与填写内容完全一致",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 列表页 - 描述/,新增机器人构型时描述字段填写内容与列表页显示一致,已登录系统且具有机器人构型配置管理权限；进入机器人构型配置列表页,"1. 点击“新增”按钮，打开新增机器人构型弹窗
2. 在“描述”字段输入“测试描述内容123”
3. 填写其他必填字段（如构型名称、机器人型号、配置文件等）并保存
4. 返回列表页，查看该构型记录的“描述”列","1. 成功打开新增弹窗
2. 描述字段可正常输入，输入内容显示为“测试描述内容123”
3. 保存成功，提示新增成功
4. 列表页该构型的“描述”列显示内容与新增时填写的一致，为“测试描述内容123”",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 列表页 - 配置文件 - 新增时上传的json文件名称/,配置文件名称可点击并查看JSON内容,已登录系统且具有机器人构型配置列表页访问权限；已存在至少一条包含配置文件（.json）的机器人构型记录,"1. 进入机器人构型配置列表页
2. 在列表中找到一条包含配置文件的构型记录
3. 点击该记录“配置文件名称”列中的文件名链接","1. 列表页正常显示，配置文件名称以可点击的链接形式展示
2. 找到目标记录，配置文件名称显示为.json文件名
3. 弹出或打开新页面，展示该JSON文件的完整内容，内容与上传时一致",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 列表页 - 更新时间/,列表页时间列标题显示为“创建时间”,已登录系统且具有机器人构型配置列表页访问权限，列表中存在至少一条构型数据,"1. 进入机器人构型配置列表页
2. 查看列表页表头各列名称","1. 列表页正常加载并显示构型数据
2. 表头中时间列显示为“创建时间”，不再显示“更新时间”",1,4,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 列表页 - 操作 - 【查看】/,查看机器人构型配置文件内容-正常查看,存在至少一条机器人构型配置数据，且该构型有关联的.json配置文件,"1. 进入机器人构型配置列表页
2. 找到目标构型记录
3. 点击该记录操作列中的【查看】按钮","1. 列表页正常显示构型名称、机器人型号、描述、配置文件名称、创建时间
2. 目标构型记录可见
3. 弹出或跳转显示该构型对应的.json文件内容，内容与配置文件实际内容一致",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 列表页 - 操作 - 【查看】/,查看机器人构型配置文件内容-配置文件为空,存在一条机器人构型配置数据，其配置文件内容为空,"1. 进入机器人构型配置列表页
2. 找到配置文件内容为空的构型记录
3. 点击该记录操作列中的【查看】按钮","1. 列表页正常显示
2. 目标记录可见
3. 系统提示配置文件内容为空或显示空白内容，不出现异常报错",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 列表页 - 操作 - 【查看】/,查看机器人构型配置文件内容-配置文件不存在,存在一条机器人构型配置数据，但关联的配置文件已丢失或不存在,"1. 进入机器人构型配置列表页
2. 找到配置文件缺失的构型记录
3. 点击该记录操作列中的【查看】按钮","1. 列表页正常显示
2. 目标记录可见
3. 系统给出明确提示（如“配置文件不存在”），不出现崩溃或未处理异常",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 列表页 - 操作 - 【删除】 - 校验/,删除已被任务使用的机器人构型时提示禁止删除,存在一个机器人构型，且该构型已被至少一个未完成任务引用,"1. 进入机器人构型配置列表页
2. 找到已被任务使用的构型记录
3. 点击该记录的“删除”按钮
4. 观察系统响应","1. 列表页正常显示构型列表
2. 该构型记录可见且可操作
3. 系统弹出提示，告知该构型已被任务使用，不允许删除
4. 删除操作被阻止，该构型记录仍保留在列表中",1,1,功能测试,功能测试阶段
/数据分类管理（林禹成） - 查询/,验证数据分类管理页面无查询功能,已登录系统并具有数据分类管理菜单的访问权限,"1. 进入数据分类管理页面
2. 查看页面顶部或操作区域是否存在查询输入框、查询按钮或搜索图标","1. 页面正常显示数据分类列表
2. 页面不存在任何查询功能入口（如查询输入框、查询按钮或搜索图标）",1,3,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类编码 - 限制/,新建分类-分类编码长度为1时创建成功,用户已登录且具有数据分类管理权限，进入新建分类页面,"1. 点击新建分类按钮
2. 在分类编码输入框中输入长度为1的编码，如'A'
3. 填写其他必填字段（如分类名称）
4. 点击确定提交","1. 弹出新建分类对话框
2. 输入成功，无长度限制提示
3. 其他字段填写成功
4. 提示创建成功，列表中出现该分类，分类编码为'A'",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类编码 - 限制/,新建分类-分类编码长度为32时创建成功,用户已登录且具有数据分类管理权限，进入新建分类页面,"1. 点击新建分类按钮
2. 在分类编码输入框中输入长度为32的编码，如'ABCDEFGHIJKLMNOPQRSTUVWXYZ123456'
3. 填写其他必填字段（如分类名称）
4. 点击确定提交","1. 弹出新建分类对话框
2. 输入成功，无长度限制提示
3. 其他字段填写成功
4. 提示创建成功，列表中出现该分类，分类编码为输入的32位编码",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类编码 - 限制/,新建分类-分类编码长度为0时提示错误,用户已登录且具有数据分类管理权限，进入新建分类页面,"1. 点击新建分类按钮
2. 在分类编码输入框中不输入任何字符（长度为0）
3. 填写其他必填字段（如分类名称）
4. 点击确定提交","1. 弹出新建分类对话框
2. 输入为空
3. 其他字段填写成功
4. 提交被阻止，提示分类编码长度需在1到32之间",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类编码 - 限制/,新建分类-分类编码长度为33时提示错误,用户已登录且具有数据分类管理权限，进入新建分类页面,"1. 点击新建分类按钮
2. 在分类编码输入框中输入长度为33的编码，如'ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567'
3. 填写其他必填字段（如分类名称）
4. 点击确定提交","1. 弹出新建分类对话框
2. 输入成功，但可能被限制输入或允许输入
3. 其他字段填写成功
4. 提交被阻止，提示分类编码长度需在1到32之间",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类编码 - 限制/,新建分类-分类编码仅支持英文字母、数字、下划线-正向验证,用户已登录且具有数据分类管理权限，进入新建分类页面,"1. 在分类编码输入框中输入“abc_123”
2. 点击“保存”按钮","1. 输入框正常显示“abc_123”
2. 保存成功，提示“新建分类成功”，列表中出现该分类编码",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类编码 - 限制/,新建分类-分类编码包含中文-异常验证,用户已登录且具有数据分类管理权限，进入新建分类页面,"1. 在分类编码输入框中输入“测试编码”
2. 点击“保存”按钮","1. 输入框无法输入中文或输入后提示格式错误
2. 保存失败，提示“分类编码仅支持英文字母、数字、下划线”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类编码 - 限制/,新建分类-分类编码包含特殊字符-异常验证,用户已登录且具有数据分类管理权限，进入新建分类页面,"1. 在分类编码输入框中输入“abc@123”
2. 点击“保存”按钮","1. 输入框无法输入特殊字符或输入后提示格式错误
2. 保存失败，提示“分类编码仅支持英文字母、数字、下划线”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类编码 - 限制/,新建分类-分类编码包含空格-异常验证,用户已登录且具有数据分类管理权限，进入新建分类页面,"1. 在分类编码输入框中输入“abc 123”
2. 点击“保存”按钮","1. 输入框无法输入空格或输入后提示格式错误
2. 保存失败，提示“分类编码仅支持英文字母、数字、下划线”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类编码 - 限制/,新建分类-分类编码为空-边界验证,用户已登录且具有数据分类管理权限，进入新建分类页面,"1. 不输入分类编码，保持为空
2. 点击“保存”按钮","1. 分类编码输入框为空
2. 保存失败，提示“分类编码不能为空”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称长度为1时创建成功,用户已登录且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入长度为1的字符（如“A”）
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入成功，无错误提示
3. 分类创建成功，列表中出现该分类，分类名称显示为“A”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称长度为32时创建成功,用户已登录且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入长度为32的字符（如“12345678901234567890123456789012”）
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入成功，无错误提示
3. 分类创建成功，列表中出现该分类，分类名称显示为输入的32位字符",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称为空时提示错误,用户已登录且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 不输入分类名称，保持为空
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 分类名称输入框为空
3. 提示分类名称不能为空，分类创建失败",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称长度为0时提示错误,用户已登录且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入0个字符（即清空输入框）
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入框为空
3. 提示分类名称长度不能小于1，分类创建失败",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称长度为33时提示错误,用户已登录且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入长度为33的字符（如“123456789012345678901234567890123”）
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入成功，但可能被截断或提示超长
3. 提示分类名称长度不能超过32，分类创建失败",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称长度为33时输入框限制输入,用户已登录且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中尝试输入33个字符
3. 观察输入框是否允许输入","1. 弹出新建分类对话框
2. 输入框最多允许输入32个字符，第33个字符无法输入
3. 输入框内容长度为32，无错误提示",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称输入合法中英文字母和数字,已登录系统且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入“分类ABC123”
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入成功，无错误提示
3. 分类创建成功，列表显示新分类，分类名称为“分类ABC123”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称包含特殊字符被拒绝,已登录系统且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入“分类@#￥%”
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入框提示“仅支持中英文字母、数字”或输入被阻止
3. 分类创建失败，列表无新增分类",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称包含空格被拒绝,已登录系统且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入“分类 123”
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入框提示“仅支持中英文字母、数字”或输入被阻止
3. 分类创建失败，列表无新增分类",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称包含下划线被拒绝,已登录系统且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入“分类_123”
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入框提示“仅支持中英文字母、数字”或输入被阻止
3. 分类创建失败，列表无新增分类",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称仅输入中文,已登录系统且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入“数据分类”
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入成功，无错误提示
3. 分类创建成功，列表显示新分类，分类名称为“数据分类”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称仅输入英文字母,已登录系统且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入“DataCategory”
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入成功，无错误提示
3. 分类创建成功，列表显示新分类，分类名称为“DataCategory”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称仅输入数字,已登录系统且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入“123456”
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入成功，无错误提示
3. 分类创建成功，列表显示新分类，分类名称为“123456”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - * 分类名称 - 限制/,新建分类-分类名称输入中文、英文、数字混合,已登录系统且具有数据分类管理权限，进入数据分类管理页面,"1. 点击“新建分类”按钮
2. 在分类名称输入框中输入“分类Data123”
3. 点击“确定”按钮","1. 弹出新建分类对话框
2. 输入成功，无错误提示
3. 分类创建成功，列表显示新分类，分类名称为“分类Data123”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【取消】/,新建分类弹框点击取消后关闭且不保存,已登录系统且具有数据分类管理权限，进入数据分类管理页面，点击“新建分类”按钮打开新建分类弹框,"1. 在新建分类弹框中输入分类编码“C001”和分类名称“测试分类”
2. 点击弹框中的“取消”按钮
3. 观察弹框是否关闭
4. 在数据分类列表中检查是否存在分类编码为“C001”或分类名称为“测试分类”的记录","1. 输入内容成功显示在对应输入框中
2. 弹框关闭，且无保存操作触发
3. 弹框关闭，页面返回数据分类管理列表
4. 列表中不存在分类编码为“C001”或分类名称为“测试分类”的记录，即未保存任何数据",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存-必填项为空时提示错误,用户已登录且具有数据分类管理权限，进入数据分类管理页面，点击新建分类按钮,"1. 点击新建分类按钮，打开新建分类弹窗
2. 不填写任何必填项（分类编码、分类名称）
3. 点击保存按钮","1. 新建分类弹窗正常打开
2. 必填项均为空
3. 保存失败，页面提示必填项不能为空，且焦点定位到第一个未填写的必填项",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存-仅填写分类编码不填分类名称,用户已登录且具有数据分类管理权限，进入数据分类管理页面，点击新建分类按钮,"1. 在新建分类弹窗中，填写分类编码（如：C001）
2. 不填写分类名称
3. 点击保存按钮","1. 分类编码填写成功
2. 分类名称为空
3. 保存失败，提示“分类名称不能为空”，焦点定位到分类名称输入框",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存-仅填写分类名称不填分类编码,用户已登录且具有数据分类管理权限，进入数据分类管理页面，点击新建分类按钮,"1. 在新建分类弹窗中，填写分类名称（如：测试分类）
2. 不填写分类编码
3. 点击保存按钮","1. 分类名称填写成功
2. 分类编码为空
3. 保存失败，提示“分类编码不能为空”，焦点定位到分类编码输入框",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存-必填项填写完整时保存成功,用户已登录且具有数据分类管理权限，进入数据分类管理页面，点击新建分类按钮,"1. 在新建分类弹窗中，填写分类编码（如：C001）
2. 填写分类名称（如：测试分类）
3. 点击保存按钮","1. 分类编码填写成功
2. 分类名称填写成功
3. 保存成功，弹窗关闭，列表新增该分类记录，显示分类编码、分类名称、样本数、视频数、创建时间",1,1,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存-分类编码唯一性校验-重复编码提示,已存在分类编码为CAT001的分类；用户具有数据分类管理的新建权限,"1. 进入数据分类管理页面，点击“新建分类”按钮
2. 在分类编码输入框中输入已存在的编码“CAT001”
3. 在分类名称输入框中输入“新分类名称”
4. 点击“保存”按钮","1. 弹出新建分类对话框
2. 输入成功
3. 输入成功
4. 保存失败，提示“分类编码已存在”或类似唯一性校验错误信息，不生成新分类",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存-分类编码唯一性校验-编码大小写不同视为不同,已存在分类编码为cat001的分类；用户具有数据分类管理的新建权限,"1. 进入数据分类管理页面，点击“新建分类”按钮
2. 在分类编码输入框中输入“CAT001”（与已有编码cat001大小写不同）
3. 在分类名称输入框中输入“新分类名称”
4. 点击“保存”按钮","1. 弹出新建分类对话框
2. 输入成功
3. 输入成功
4. 保存成功，新分类创建成功，列表显示新分类记录",1,3,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存-分类编码唯一性校验-编码前后空格处理,已存在分类编码为CAT001的分类；用户具有数据分类管理的新建权限,"1. 进入数据分类管理页面，点击“新建分类”按钮
2. 在分类编码输入框中输入“ CAT001 ”（前后含空格）
3. 在分类名称输入框中输入“新分类名称”
4. 点击“保存”按钮","1. 弹出新建分类对话框
2. 输入成功
3. 输入成功
4. 保存失败，提示“分类编码已存在”或类似唯一性校验错误信息，不生成新分类",1,3,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存时校验分类名称唯一性-重复名称提示错误,已登录系统且具有数据分类管理权限；系统中已存在分类名称为“测试分类A”的分类记录,"1. 进入数据分类管理页面，点击“新建分类”按钮
2. 在“分类编码”输入框中输入唯一编码，如“C001”
3. 在“分类名称”输入框中输入已存在的名称“测试分类A”
4. 点击“保存”按钮","1. 弹出新建分类对话框或进入新建页面
2. 编码输入正常
3. 名称输入正常
4. 系统提示“分类名称已存在”或类似唯一性校验错误信息，保存失败，页面停留在当前编辑状态",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存时分类名称唯一性校验-名称不重复保存成功,已登录系统且具有数据分类管理权限；系统中不存在名称为“新分类B”的分类记录,"1. 进入数据分类管理页面，点击“新建分类”按钮
2. 在“分类编码”输入框中输入唯一编码，如“C002”
3. 在“分类名称”输入框中输入不重复的名称“新分类B”
4. 点击“保存”按钮","1. 弹出新建分类对话框或进入新建页面
2. 编码输入正常
3. 名称输入正常
4. 保存成功，列表中出现新分类记录，显示编码“C002”、名称“新分类B”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存时分类名称唯一性校验-名称含空格与已有名称相同,已登录系统且具有数据分类管理权限；系统中已存在分类名称为“测试分类A”的分类记录,"1. 进入数据分类管理页面，点击“新建分类”按钮
2. 在“分类编码”输入框中输入唯一编码，如“C003”
3. 在“分类名称”输入框中输入“测试分类A ”（末尾带空格）
4. 点击“保存”按钮","1. 弹出新建分类对话框或进入新建页面
2. 编码输入正常
3. 名称输入正常
4. 系统提示“分类名称已存在”或类似唯一性校验错误信息，保存失败，表明名称校验忽略首尾空格",1,3,功能测试,功能测试阶段
/数据分类管理（林禹成） - 【新建分类】 - 【保存】 - 校验/,新建分类-保存时分类名称唯一性校验-名称大小写不同视为不同,已登录系统且具有数据分类管理权限；系统中已存在分类名称为“TestCategory”的分类记录,"1. 进入数据分类管理页面，点击“新建分类”按钮
2. 在“分类编码”输入框中输入唯一编码，如“C004”
3. 在“分类名称”输入框中输入“testcategory”（全小写）
4. 点击“保存”按钮","1. 弹出新建分类对话框或进入新建页面
2. 编码输入正常
3. 名称输入正常
4. 保存成功，列表中出现新分类记录，名称显示“testcategory”，表明唯一性校验区分大小写",1,3,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页 - 分类编码/,新增数据分类时填写分类编码与列表显示一致,用户已登录并具有数据分类管理菜单权限，进入数据分类列表页,"1. 点击“新增”按钮，打开新增分类弹窗
2. 在“分类编码”输入框中填写编码“CAT001”
3. 在“分类名称”输入框中填写名称“测试分类”
4. 点击“确定”按钮提交
5. 在列表页查看新增记录的分类编码","1. 新增弹窗正常打开，分类编码输入框可编辑
2. 分类编码输入框可正常输入“CAT001”
3. 分类名称输入框可正常输入“测试分类”
4. 提交成功，提示新增成功
5. 列表页显示的分类编码为“CAT001”，与填写内容一致",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页 - 分类名称/,新增数据分类时填写与列表页一致的分类名称,已登录系统且具有数据分类管理权限；已存在一个分类名称为“测试分类A”的数据分类,"1. 进入数据分类管理列表页，点击“新增”按钮
2. 在分类名称输入框中填写“测试分类A”
3. 点击“确定”提交","1. 弹出新增分类对话框
2. 分类名称输入框显示“测试分类A”
3. 系统提示分类名称已存在，新增失败，列表页仍显示原有分类“测试分类A”",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页/,验证数据分类列表显示样本数,系统中存在至少一个数据分类，且该分类下已关联一定数量的样本数据,"1. 登录系统并进入数据分类管理列表页
2. 查看列表中每个分类的样本数字段","1. 成功进入数据分类管理列表页
2. 列表正确显示每个分类的样本数，样本数与实际关联的样本数据数量一致",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页/,验证样本数为0的分类显示,系统中存在一个未关联任何样本数据的分类,"1. 登录系统并进入数据分类管理列表页
2. 查看该分类的样本数字段","1. 成功进入数据分类管理列表页
2. 该分类的样本数显示为0",1,3,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页/,验证样本数统计准确性,系统中存在一个分类，该分类下已关联多个样本数据，且样本数据数量已知,"1. 登录系统并进入数据分类管理列表页
2. 查看该分类的样本数显示值
3. 与数据库中实际关联的样本数据数量进行比对","1. 成功进入数据分类管理列表页
2. 样本数显示为具体数值
3. 样本数显示值与数据库实际关联的样本数据数量完全一致",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页/,验证数据分类列表页显示视频数字段,系统存在至少一个数据分类，且该分类下已关联一定数量的视频数据,"1. 登录系统并进入数据分类管理列表页
2. 查看列表页中每个分类对应的视频数字段","1. 列表页正常显示视频数字段
2. 每个分类的视频数显示为该分类下实际关联的视频数量，且数值准确",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页/,验证无视频数据的分类视频数显示为0,系统存在一个未关联任何视频数据的数据分类,"1. 登录系统并进入数据分类管理列表页
2. 查看该未关联视频数据的分类对应的视频数字段","1. 列表页正常显示该分类
2. 该分类的视频数显示为0",1,3,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页/,验证视频数显示与分类下视频实际数量一致,系统存在一个数据分类，且该分类下已关联N个视频数据（N为已知正整数）,"1. 登录系统并进入数据分类管理列表页
2. 查看该分类对应的视频数字段
3. 将该分类下实际关联的视频数量与列表页显示的视频数进行比对","1. 列表页正常显示该分类
2. 视频数字段显示为N
3. 视频数显示值与实际关联数量完全一致",1,2,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页 - 更新时间/,验证列表页表头显示为“创建时间”,已登录系统且具有数据分类管理菜单权限，进入数据分类管理列表页,"1. 打开数据分类管理列表页
2. 查看列表表头字段","1. 列表页正常加载
2. 表头显示“创建时间”，不再显示“更新时间”",1,3,功能测试,功能测试阶段
/数据分类管理（林禹成） - 列表页 - 更新时间/,验证列表数据行中时间列展示创建时间,系统中存在至少一条数据分类记录，且该记录有明确的创建时间,"1. 进入数据分类管理列表页
2. 查看任意一条数据分类记录的时间列","1. 列表页正常显示数据
2. 时间列展示的是该记录的创建时间，而非更新时间",1,3,功能测试,功能测试阶段
